elapsed (s);x-axis (g);y-axis (g);z-axis (g)
238.940;-0.026;-1.008;0.299
238.950;-0.033;-0.999;0.302
238.960;-0.036;-0.995;0.300
238.970;-0.036;-1.003;0.303
238.980;-0.037;-1.004;0.304
238.990;-0.038;-1.005;0.302
239.000;-0.038;-1.005;0.296
239.010;-0.035;-1.006;0.296
239.020;-0.032;-1.006;0.296
239.030;-0.035;-1.008;0.296
239.040;-0.033;-1.010;0.291
239.050;-0.024;-1.008;0.300
239.060;-0.032;-1.002;0.296
239.070;-0.047;-1.002;0.292
239.080;-0.044;-1.013;0.293
239.090;-0.034;-1.019;0.294
239.100;-0.025;-1.015;0.297
239.110;-0.022;-1.008;0.294
239.120;-0.032;-1.008;0.293
239.130;-0.046;-1.012;0.292
239.140;-0.060;-1.014;0.293
239.150;-0.066;-1.007;0.293
239.160;-0.066;-1.004;0.294
239.170;-0.062;-1.002;0.296
239.180;-0.060;-1.002;0.295
239.190;-0.050;-1.007;0.296
239.200;-0.045;-1.011;0.302
239.210;-0.044;-1.009;0.300
239.220;-0.045;-1.010;0.302
239.230;-0.046;-1.005;0.301
239.240;-0.044;-1.003;0.302
239.250;-0.044;-1.004;0.302
239.260;-0.040;-1.007;0.303
239.270;-0.040;-1.010;0.304
239.280;-0.044;-1.014;0.302
239.290;-0.047;-1.012;0.304
239.300;-0.048;-1.004;0.304
239.310;-0.050;-1.007;0.304
239.320;-0.051;-1.008;0.305
239.330;-0.047;-1.007;0.307
239.340;-0.046;-1.006;0.306
239.350;-0.048;-1.004;0.304
239.360;-0.047;-1.003;0.304
239.370;-0.045;-1.004;0.301
239.380;-0.045;-1.005;0.303
239.390;-0.044;-1.002;0.302
239.400;-0.042;-1.001;0.301
239.410;-0.036;-1.005;0.304
239.420;-0.035;-1.008;0.304
239.430;-0.035;-1.011;0.305
239.440;-0.035;-1.012;0.300
239.450;-0.039;-1.008;0.298
239.460;-0.041;-1.009;0.299
239.470;-0.040;-1.012;0.299
239.480;-0.041;-1.015;0.296
239.490;-0.043;-1.013;0.295
239.500;-0.040;-1.010;0.296
239.510;-0.039;-1.003;0.301
239.520;-0.042;-0.994;0.296
239.530;-0.039;-0.995;0.293
239.540;-0.032;-1.003;0.299
239.550;-0.025;-1.005;0.298
239.560;-0.026;-1.002;0.300
239.570;-0.033;-1.002;0.299
239.580;-0.035;-1.004;0.296
239.590;-0.036;-1.008;0.297
239.600;-0.042;-1.008;0.298
239.610;-0.045;-1.006;0.298
239.620;-0.042;-1.006;0.301
239.630;-0.039;-1.007;0.299
239.640;-0.039;-1.004;0.302
239.650;-0.041;-1.004;0.304
239.660;-0.043;-1.007;0.301
239.670;-0.036;-1.010;0.306
239.680;-0.035;-1.008;0.308
239.690;-0.036;-1.007;0.307
239.700;-0.035;-1.012;0.305
239.710;-0.032;-1.019;0.310
239.720;-0.034;-1.020;0.309
239.730;-0.038;-1.013;0.308
239.740;-0.040;-1.012;0.310
239.750;-0.041;-1.013;0.308
239.760;-0.041;-1.014;0.309
239.770;-0.040;-1.017;0.316
239.780;-0.043;-1.014;0.316
239.790;-0.048;-1.015;0.321
239.800;-0.044;-1.016;0.321
239.810;-0.047;-1.015;0.318
239.820;-0.047;-1.008;0.317
239.830;-0.043;-1.004;0.316
239.840;-0.039;-1.004;0.314
239.850;-0.039;-1.000;0.314
239.860;-0.041;-1.001;0.312
239.870;-0.042;-1.003;0.312
239.880;-0.041;-1.002;0.310
239.890;-0.041;-1.001;0.312
239.900;-0.040;-1.004;0.312
239.910;-0.042;-1.005;0.309
239.920;-0.046;-1.004;0.306
239.930;-0.044;-1.010;0.303
239.940;-0.040;-1.008;0.301
239.950;-0.040;-1.009;0.299
239.960;-0.038;-1.007;0.293
239.970;-0.036;-1.009;0.297
239.980;-0.036;-1.009;0.297
239.990;-0.038;-1.007;0.297
240.000;-0.041;-1.003;0.293
240.010;-0.040;-0.998;0.293
240.020;-0.035;-0.995;0.290
240.030;-0.034;-0.994;0.291
240.040;-0.033;-1.003;0.292
240.050;-0.034;-1.006;0.291
240.060;-0.037;-1.004;0.291
240.070;-0.037;-0.999;0.292
240.080;-0.036;-0.995;0.293
240.090;-0.039;-0.994;0.291
240.100;-0.043;-0.999;0.290
240.110;-0.043;-1.003;0.291
240.120;-0.039;-1.005;0.295
240.130;-0.034;-1.006;0.297
240.140;-0.035;-1.005;0.302
240.150;-0.038;-1.005;0.300
240.160;-0.041;-1.007;0.301
240.170;-0.042;-1.005;0.303
240.180;-0.041;-1.003;0.304
240.190;-0.042;-1.000;0.301
240.200;-0.042;-1.003;0.296
240.210;-0.041;-1.006;0.303
240.220;-0.041;-1.008;0.303
240.230;-0.044;-1.006;0.306
240.240;-0.043;-1.006;0.307
240.250;-0.045;-1.008;0.306
240.260;-0.039;-1.008;0.312
240.270;-0.038;-1.012;0.312
240.280;-0.038;-1.010;0.314
240.290;-0.042;-1.003;0.312
240.300;-0.042;-1.001;0.310
240.310;-0.039;-1.002;0.311
240.320;-0.044;-1.002;0.312
240.330;-0.047;-1.009;0.313
240.340;-0.049;-1.012;0.313
240.350;-0.049;-1.009;0.312
240.360;-0.046;-1.005;0.312
240.370;-0.041;-1.002;0.312
240.380;-0.039;-1.002;0.314
240.390;-0.041;-1.000;0.316
240.400;-0.042;-0.997;0.310
240.410;-0.037;-0.998;0.311
240.420;-0.033;-1.003;0.312
240.430;-0.033;-1.006;0.311
240.440;-0.035;-1.008;0.309
240.450;-0.040;-1.006;0.307
240.460;-0.039;-1.005;0.303
240.470;-0.037;-1.006;0.305
240.480;-0.042;-1.005;0.305
240.490;-0.045;-1.004;0.306
240.500;-0.047;-1.007;0.304
240.510;-0.048;-1.003;0.298
240.520;-0.044;-1.003;0.295
240.530;-0.035;-1.005;0.296
240.540;-0.036;-1.006;0.299
240.550;-0.031;-1.012;0.304
240.560;-0.032;-1.016;0.310
240.570;-0.035;-1.014;0.309
240.580;-0.034;-1.009;0.307
240.590;-0.034;-1.011;0.301
240.600;-0.036;-1.014;0.303
240.610;-0.038;-1.017;0.305
240.620;-0.038;-1.015;0.308
240.630;-0.034;-1.006;0.310
240.640;-0.034;-0.997;0.313
240.650;-0.039;-0.994;0.313
240.660;-0.048;-0.995;0.309
240.670;-0.053;-1.002;0.310
240.680;-0.054;-1.006;0.310
240.690;-0.049;-1.003;0.311
240.700;-0.042;-1.005;0.312
240.710;-0.038;-1.006;0.312
240.720;-0.037;-1.007;0.314
240.730;-0.037;-1.009;0.311
240.740;-0.036;-1.010;0.308
240.750;-0.037;-1.007;0.309
240.760;-0.037;-1.011;0.310
240.770;-0.036;-1.011;0.308
240.780;-0.042;-1.010;0.304
240.790;-0.040;-1.010;0.304
240.800;-0.035;-1.011;0.306
240.810;-0.032;-1.007;0.306
240.820;-0.032;-1.004;0.303
240.830;-0.035;-1.006;0.304
240.840;-0.032;-1.014;0.299
240.850;-0.038;-1.008;0.300
240.860;-0.044;-1.001;0.298
240.870;-0.043;-1.000;0.298
240.880;-0.041;-1.004;0.300
240.890;-0.042;-1.007;0.300
240.900;-0.043;-1.008;0.302
240.910;-0.046;-1.009;0.302
240.920;-0.045;-1.008;0.304
240.930;-0.043;-1.006;0.306
240.940;-0.041;-1.002;0.301
240.950;-0.036;-1.002;0.302
240.960;-0.034;-1.004;0.310
240.970;-0.033;-1.002;0.309
240.980;-0.038;-1.003;0.306
240.990;-0.038;-1.006;0.308
241.000;-0.033;-1.008;0.310
241.010;-0.037;-1.005;0.306
241.020;-0.039;-1.007;0.307
241.030;-0.040;-1.005;0.304
241.040;-0.046;-1.004;0.299
241.050;-0.043;-1.003;0.302
241.060;-0.044;-1.005;0.302
241.070;-0.048;-1.000;0.299
241.080;-0.050;-0.998;0.298
241.090;-0.045;-1.000;0.303
241.100;-0.043;-1.004;0.305
241.110;-0.041;-1.006;0.308
241.120;-0.042;-1.007;0.304
241.130;-0.040;-1.006;0.301
241.140;-0.034;-1.004;0.304
241.150;-0.029;-1.005;0.302
241.160;-0.031;-1.004;0.302
241.170;-0.031;-1.006;0.298
241.180;-0.029;-1.015;0.305
241.190;-0.031;-1.021;0.309
241.200;-0.035;-1.015;0.311
241.210;-0.039;-1.003;0.312
241.220;-0.039;-0.996;0.310
241.230;-0.036;-0.999;0.309
241.240;-0.041;-1.005;0.304
241.250;-0.043;-1.007;0.303
241.260;-0.044;-1.006;0.303
241.270;-0.043;-1.008;0.308
241.280;-0.042;-1.009;0.307
241.290;-0.041;-1.012;0.305
241.300;-0.042;-1.013;0.303
241.310;-0.038;-1.017;0.304
241.320;-0.032;-1.017;0.306
241.330;-0.025;-1.012;0.305
241.340;-0.026;-1.008;0.302
241.350;-0.025;-1.010;0.301
241.360;-0.030;-1.007;0.295
241.370;-0.029;-1.007;0.299
241.380;-0.032;-1.006;0.305
241.390;-0.038;-1.007;0.301
241.400;-0.042;-1.008;0.302
241.410;-0.042;-1.011;0.300
241.420;-0.040;-1.008;0.298
241.430;-0.038;-0.999;0.297
241.440;-0.035;-1.001;0.293
241.450;-0.038;-1.007;0.294
241.460;-0.035;-1.011;0.295
241.470;-0.033;-1.015;0.298
241.480;-0.034;-1.015;0.301
241.490;-0.036;-1.013;0.298
241.500;-0.039;-1.009;0.296
241.510;-0.035;-1.006;0.300
241.520;-0.032;-1.004;0.296
241.530;-0.033;-1.004;0.292
241.540;-0.039;-1.006;0.290
241.550;-0.042;-1.007;0.289
241.560;-0.037;-1.008;0.296
241.570;-0.037;-1.012;0.296
241.580;-0.042;-1.011;0.292
241.590;-0.048;-1.010;0.291
241.600;-0.046;-1.010;0.288
241.610;-0.042;-1.008;0.291
241.620;-0.042;-1.008;0.291
241.630;-0.041;-1.008;0.288
241.640;-0.044;-1.009;0.291
241.650;-0.045;-1.010;0.288
241.660;-0.046;-1.006;0.281
241.670;-0.044;-1.005;0.282
241.680;-0.043;-1.004;0.283
241.690;-0.042;-1.000;0.286
241.700;-0.042;-1.002;0.290
241.710;-0.042;-1.004;0.293
241.720;-0.044;-1.008;0.293
241.730;-0.051;-1.005;0.289
241.740;-0.056;-1.000;0.282
241.750;-0.052;-1.002;0.284
241.760;-0.047;-1.007;0.289
241.770;-0.049;-1.011;0.292
241.780;-0.050;-1.014;0.293
241.790;-0.049;-1.008;0.297
241.800;-0.045;-1.000;0.303
241.810;-0.043;-1.000;0.300
241.820;-0.044;-1.000;0.300
241.830;-0.042;-1.003;0.303
241.840;-0.034;-1.007;0.305
241.850;-0.027;-1.015;0.308
241.860;-0.022;-1.022;0.313
241.870;-0.022;-1.022;0.314
241.880;-0.028;-1.018;0.310
241.890;-0.036;-1.017;0.307
241.900;-0.044;-1.017;0.303
241.910;-0.049;-1.017;0.304
241.920;-0.046;-1.019;0.304
241.930;-0.043;-1.022;0.303
241.940;-0.040;-1.021;0.299
241.950;-0.039;-1.019;0.298
241.960;-0.036;-1.012;0.298
241.970;-0.033;-1.005;0.297
241.980;-0.033;-1.002;0.298
241.990;-0.031;-1.007;0.299
242.000;-0.034;-1.006;0.299
242.010;-0.038;-0.998;0.297
242.020;-0.033;-0.996;0.294
242.030;-0.030;-0.997;0.292
242.040;-0.034;-1.001;0.290
242.050;-0.042;-1.004;0.288
242.060;-0.044;-1.003;0.284
242.070;-0.038;-1.008;0.288
242.080;-0.034;-1.013;0.293
242.090;-0.037;-1.016;0.291
242.100;-0.036;-1.017;0.289
242.110;-0.032;-1.020;0.287
242.120;-0.028;-1.018;0.289
242.130;-0.025;-1.015;0.289
242.140;-0.023;-1.020;0.294
242.150;-0.025;-1.015;0.295
242.160;-0.033;-1.008;0.291
242.170;-0.042;-1.003;0.291
242.180;-0.043;-1.000;0.292
242.190;-0.047;-1.001;0.292
242.200;-0.050;-1.006;0.292
242.210;-0.051;-1.008;0.286
242.220;-0.051;-1.007;0.288
242.230;-0.051;-1.008;0.289
242.240;-0.049;-1.007;0.290
242.250;-0.045;-1.008;0.290
242.260;-0.048;-1.012;0.291
242.270;-0.051;-1.010;0.289
242.280;-0.048;-1.010;0.293
242.290;-0.046;-1.011;0.294
242.300;-0.044;-1.015;0.296
242.310;-0.042;-1.015;0.296
242.320;-0.040;-1.012;0.294
242.330;-0.037;-1.011;0.300
242.340;-0.028;-1.013;0.300
242.350;-0.024;-1.012;0.296
242.360;-0.026;-1.014;0.295
242.370;-0.031;-1.017;0.294
242.380;-0.036;-1.020;0.298
242.390;-0.043;-1.015;0.301
242.400;-0.051;-1.007;0.299
242.410;-0.053;-1.005;0.297
242.420;-0.048;-1.004;0.296
242.430;-0.047;-1.005;0.293
242.440;-0.046;-1.010;0.293
242.450;-0.041;-1.010;0.292
242.460;-0.035;-1.007;0.294
242.470;-0.029;-1.010;0.296
242.480;-0.026;-1.015;0.301
242.490;-0.035;-1.016;0.298
242.500;-0.043;-1.015;0.293
242.510;-0.043;-1.014;0.288
242.520;-0.034;-1.016;0.289
242.530;-0.029;-1.015;0.291
242.540;-0.029;-1.017;0.289
242.550;-0.028;-1.012;0.289
242.560;-0.022;-1.010;0.288
242.570;-0.023;-1.008;0.292
242.580;-0.027;-1.010;0.293
242.590;-0.033;-1.014;0.292
242.600;-0.036;-1.009;0.292
242.610;-0.036;-1.004;0.289
242.620;-0.031;-1.002;0.291
242.630;-0.037;-1.004;0.292
242.640;-0.042;-1.006;0.289
242.650;-0.041;-1.009;0.291
242.660;-0.039;-1.009;0.294
242.670;-0.039;-1.009;0.296
242.680;-0.037;-1.010;0.298
242.690;-0.037;-1.011;0.299
242.700;-0.039;-1.005;0.296
242.710;-0.034;-1.006;0.296
242.720;-0.031;-1.011;0.297
242.730;-0.031;-1.011;0.298
242.740;-0.034;-1.009;0.298
242.750;-0.037;-1.008;0.297
242.760;-0.034;-1.006;0.301
242.770;-0.034;-1.007;0.302
242.780;-0.042;-1.006;0.295
242.790;-0.044;-1.007;0.295
242.800;-0.041;-1.014;0.301
242.810;-0.041;-1.016;0.302
242.820;-0.045;-1.014;0.298
242.830;-0.045;-1.014;0.296
242.840;-0.041;-1.014;0.298
242.850;-0.037;-1.010;0.298
242.860;-0.038;-1.007;0.300
242.870;-0.042;-1.008;0.300
242.880;-0.041;-1.008;0.297
242.890;-0.036;-1.007;0.297
242.900;-0.038;-1.005;0.297
242.910;-0.042;-1.004;0.293
242.920;-0.045;-1.005;0.289
242.930;-0.045;-1.003;0.289
242.940;-0.046;-1.006;0.288
242.950;-0.050;-1.006;0.288
242.960;-0.050;-1.004;0.286
242.970;-0.047;-1.007;0.286
242.980;-0.042;-1.015;0.292
242.990;-0.045;-1.012;0.292
243.000;-0.046;-1.003;0.290
243.010;-0.042;-0.996;0.292
243.020;-0.035;-0.994;0.292
243.030;-0.032;-1.001;0.292
243.040;-0.032;-1.005;0.294
243.050;-0.033;-1.005;0.294
243.060;-0.033;-1.003;0.292
243.070;-0.032;-1.008;0.293
243.080;-0.033;-1.008;0.297
243.090;-0.036;-1.010;0.294
243.100;-0.042;-1.013;0.294
243.110;-0.039;-1.012;0.288
243.120;-0.035;-1.012;0.289
243.130;-0.029;-1.012;0.290
243.140;-0.027;-1.016;0.292
243.150;-0.035;-1.016;0.293
243.160;-0.037;-1.009;0.294
243.170;-0.030;-1.003;0.295
243.180;-0.030;-1.007;0.300
243.190;-0.032;-1.010;0.299
243.200;-0.038;-1.008;0.297
243.210;-0.040;-1.002;0.297
243.220;-0.039;-0.997;0.296
243.230;-0.040;-0.997;0.300
243.240;-0.038;-1.003;0.296
243.250;-0.042;-1.009;0.300
243.260;-0.044;-1.008;0.301
243.270;-0.044;-1.009;0.303
243.280;-0.043;-1.010;0.303
243.290;-0.042;-1.008;0.306
243.300;-0.037;-1.008;0.302
243.310;-0.034;-1.007;0.297
243.320;-0.035;-1.007;0.295
243.330;-0.036;-1.007;0.293
243.340;-0.033;-1.011;0.296
243.350;-0.032;-1.012;0.299
243.360;-0.034;-1.012;0.296
243.370;-0.037;-1.012;0.294
243.380;-0.034;-1.013;0.293
243.390;-0.033;-1.010;0.293
243.400;-0.033;-1.006;0.293
243.410;-0.032;-1.007;0.293
243.420;-0.030;-1.006;0.293
243.430;-0.029;-1.007;0.295
243.440;-0.034;-1.004;0.293
243.450;-0.042;-1.006;0.296
243.460;-0.043;-1.004;0.296
243.470;-0.042;-1.006;0.293
243.480;-0.037;-1.006;0.295
243.490;-0.032;-1.011;0.298
243.500;-0.029;-1.015;0.298
243.510;-0.030;-1.013;0.294
243.520;-0.030;-1.012;0.294
243.530;-0.032;-1.009;0.291
243.540;-0.036;-1.009;0.290
243.550;-0.041;-1.011;0.295
243.560;-0.041;-1.015;0.295
243.570;-0.036;-1.016;0.295
243.580;-0.035;-1.009;0.293
243.590;-0.037;-1.000;0.294
243.600;-0.034;-0.998;0.294
243.610;-0.036;-1.000;0.293
243.620;-0.039;-1.005;0.293
243.630;-0.037;-1.006;0.292
243.640;-0.035;-1.007;0.295
243.650;-0.033;-1.010;0.295
243.660;-0.037;-1.013;0.297
243.670;-0.039;-1.015;0.299
243.680;-0.037;-1.014;0.294
243.690;-0.036;-1.017;0.290
243.700;-0.037;-1.017;0.290
243.710;-0.036;-1.015;0.292
243.720;-0.039;-1.013;0.292
243.730;-0.041;-1.012;0.293
243.740;-0.036;-1.011;0.292
243.750;-0.033;-1.010;0.292
243.760;-0.034;-1.009;0.295
243.770;-0.032;-1.011;0.298
243.780;-0.037;-1.015;0.294
243.790;-0.039;-1.016;0.289
243.800;-0.037;-1.012;0.293
243.810;-0.034;-1.006;0.296
243.820;-0.037;-1.004;0.296
243.830;-0.041;-1.002;0.295
243.840;-0.039;-1.007;0.300
243.850;-0.041;-1.011;0.300
243.860;-0.042;-1.010;0.297
243.870;-0.039;-1.012;0.299
243.880;-0.038;-1.013;0.299
243.890;-0.036;-1.013;0.298
243.900;-0.034;-1.014;0.298
243.910;-0.033;-1.009;0.302
243.920;-0.038;-1.008;0.304
243.930;-0.041;-1.008;0.300
243.940;-0.041;-1.009;0.301
243.950;-0.042;-1.008;0.304
243.960;-0.041;-1.009;0.298
243.970;-0.042;-1.010;0.294
243.980;-0.034;-1.008;0.293
243.990;-0.028;-1.010;0.297
244.000;-0.026;-1.007;0.302
244.010;-0.032;-1.005;0.297
244.020;-0.036;-1.003;0.294
244.030;-0.033;-1.002;0.296
244.040;-0.033;-1.002;0.294
244.050;-0.034;-1.002;0.292
244.060;-0.035;-1.005;0.296
244.070;-0.035;-1.006;0.295
244.080;-0.038;-1.009;0.295
244.090;-0.037;-1.005;0.293
244.100;-0.033;-1.005;0.292
244.110;-0.028;-1.011;0.292
244.120;-0.030;-1.013;0.294
244.130;-0.031;-1.012;0.294
244.140;-0.031;-1.011;0.299
244.150;-0.026;-1.005;0.299
244.160;-0.026;-0.996;0.295
244.170;-0.030;-0.997;0.296
244.180;-0.034;-1.001;0.294
244.190;-0.036;-1.005;0.295
244.200;-0.031;-1.007;0.297
244.210;-0.030;-1.008;0.297
244.220;-0.033;-1.007;0.299
244.230;-0.032;-1.009;0.299
244.240;-0.027;-1.012;0.296
244.250;-0.028;-1.014;0.298
244.260;-0.030;-1.013;0.300
244.270;-0.038;-1.010;0.300
244.280;-0.038;-1.008;0.297
244.290;-0.036;-1.008;0.297
244.300;-0.035;-1.012;0.298
244.310;-0.036;-1.015;0.297
244.320;-0.036;-1.009;0.297
244.330;-0.036;-1.006;0.297
244.340;-0.031;-1.009;0.297
244.350;-0.031;-1.013;0.302
244.360;-0.033;-1.014;0.300
244.370;-0.037;-1.011;0.299
244.380;-0.036;-1.004;0.300
244.390;-0.034;-0.998;0.299
244.400;-0.038;-1.002;0.299
244.410;-0.043;-1.007;0.299
244.420;-0.045;-1.010;0.297
244.430;-0.044;-1.010;0.297
244.440;-0.039;-1.012;0.297
244.450;-0.036;-1.011;0.295
244.460;-0.033;-1.010;0.292
244.470;-0.032;-1.010;0.293
244.480;-0.029;-1.011;0.300
244.490;-0.032;-1.010;0.299
244.500;-0.035;-1.010;0.298
244.510;-0.031;-1.009;0.295
244.520;-0.029;-1.009;0.294
244.530;-0.031;-1.010;0.296
244.540;-0.033;-1.007;0.292
244.550;-0.035;-1.007;0.292
244.560;-0.033;-1.008;0.288
244.570;-0.033;-1.008;0.292
244.580;-0.033;-1.008;0.296
244.590;-0.036;-1.006;0.295
244.600;-0.032;-1.004;0.291
244.610;-0.027;-1.006;0.291
244.620;-0.027;-1.008;0.290
244.630;-0.030;-1.010;0.292
244.640;-0.031;-1.010;0.296
244.650;-0.026;-1.015;0.293
244.660;-0.028;-1.014;0.292
244.670;-0.035;-1.009;0.291
244.680;-0.037;-1.012;0.288
244.690;-0.032;-1.019;0.292
244.700;-0.027;-1.020;0.292
244.710;-0.030;-1.012;0.297
244.720;-0.031;-1.000;0.295
244.730;-0.030;-0.995;0.293
244.740;-0.029;-1.000;0.296
244.750;-0.028;-1.008;0.296
244.760;-0.035;-1.008;0.295
244.770;-0.040;-1.009;0.293
244.780;-0.037;-1.008;0.295
244.790;-0.034;-1.010;0.293
244.800;-0.033;-1.016;0.290
244.810;-0.033;-1.017;0.293
244.820;-0.036;-1.017;0.290
244.830;-0.035;-1.014;0.290
244.840;-0.033;-1.015;0.289
244.850;-0.033;-1.016;0.286
244.860;-0.032;-1.019;0.291
244.870;-0.036;-1.017;0.294
244.880;-0.040;-1.010;0.295
244.890;-0.040;-1.009;0.293
244.900;-0.037;-1.011;0.292
244.910;-0.034;-1.012;0.292
244.920;-0.034;-1.014;0.292
244.930;-0.037;-1.013;0.290
244.940;-0.042;-1.005;0.288
244.950;-0.042;-1.005;0.291
244.960;-0.040;-1.008;0.295
244.970;-0.042;-1.012;0.292
244.980;-0.049;-1.010;0.290
244.990;-0.047;-1.014;0.292
245.000;-0.042;-1.012;0.294
245.010;-0.036;-1.013;0.298
245.020;-0.034;-1.012;0.296
245.030;-0.034;-1.010;0.297
245.040;-0.035;-1.012;0.296
245.050;-0.033;-1.011;0.302
245.060;-0.037;-1.012;0.300
245.070;-0.048;-1.008;0.299
245.080;-0.052;-1.006;0.301
245.090;-0.051;-1.009;0.294
245.100;-0.047;-1.013;0.293
245.110;-0.042;-1.013;0.290
245.120;-0.043;-1.009;0.288
245.130;-0.035;-1.009;0.289
245.140;-0.030;-1.015;0.293
245.150;-0.032;-1.012;0.294
245.160;-0.037;-1.010;0.291
245.170;-0.039;-1.015;0.291
245.180;-0.037;-1.012;0.287
245.190;-0.036;-1.009;0.284
245.200;-0.033;-1.010;0.282
245.210;-0.031;-1.011;0.281
245.220;-0.033;-1.013;0.281
245.230;-0.037;-1.008;0.283
245.240;-0.042;-1.006;0.282
245.250;-0.044;-1.011;0.279
245.260;-0.038;-1.018;0.282
245.270;-0.031;-1.021;0.284
245.280;-0.026;-1.014;0.287
245.290;-0.025;-1.000;0.290
245.300;-0.025;-0.996;0.288
245.310;-0.031;-0.999;0.288
245.320;-0.037;-1.002;0.294
245.330;-0.042;-1.006;0.294
245.340;-0.041;-1.007;0.293
245.350;-0.040;-1.012;0.296
245.360;-0.044;-1.015;0.297
245.370;-0.050;-1.017;0.296
245.380;-0.050;-1.017;0.297
245.390;-0.049;-1.014;0.294
245.400;-0.045;-1.016;0.292
245.410;-0.042;-1.014;0.297
245.420;-0.042;-1.012;0.299
245.430;-0.044;-1.009;0.295
245.440;-0.042;-1.012;0.297
245.450;-0.037;-1.011;0.296
245.460;-0.032;-1.010;0.300
245.470;-0.035;-1.012;0.299
245.480;-0.036;-1.012;0.304
245.490;-0.032;-1.017;0.301
245.500;-0.033;-1.014;0.295
245.510;-0.040;-1.005;0.292
245.520;-0.047;-1.003;0.296
245.530;-0.046;-1.006;0.296
245.540;-0.054;-1.009;0.292
245.550;-0.057;-1.009;0.287
245.560;-0.047;-1.012;0.286
245.570;-0.038;-1.014;0.294
245.580;-0.035;-1.011;0.300
245.590;-0.041;-1.011;0.297
245.600;-0.048;-1.011;0.287
245.610;-0.041;-1.009;0.292
245.620;-0.041;-1.012;0.299
245.630;-0.045;-1.003;0.295
245.640;-0.049;-1.002;0.290
245.650;-0.048;-1.005;0.290
245.660;-0.044;-1.004;0.291
245.670;-0.045;-1.006;0.292
245.680;-0.049;-1.011;0.294
245.690;-0.049;-1.012;0.288
245.700;-0.042;-1.013;0.288
245.710;-0.033;-1.008;0.301
245.720;-0.032;-1.009;0.302
245.730;-0.041;-1.010;0.299
245.740;-0.042;-1.011;0.295
245.750;-0.037;-1.009;0.295
245.760;-0.031;-1.007;0.297
245.770;-0.030;-1.010;0.294
245.780;-0.034;-1.008;0.289
245.790;-0.037;-1.007;0.292
245.800;-0.036;-1.011;0.299
245.810;-0.040;-1.014;0.299
245.820;-0.042;-1.011;0.292
245.830;-0.040;-1.010;0.289
245.840;-0.037;-1.013;0.289
245.850;-0.036;-1.018;0.288
245.860;-0.035;-1.016;0.291
245.870;-0.032;-1.009;0.294
245.880;-0.026;-1.001;0.297
245.890;-0.030;-0.998;0.296
245.900;-0.039;-1.000;0.296
245.910;-0.038;-1.003;0.297
245.920;-0.041;-1.006;0.296
245.930;-0.042;-1.006;0.295
245.940;-0.040;-1.007;0.295
245.950;-0.038;-1.011;0.297
245.960;-0.039;-1.013;0.298
245.970;-0.042;-1.012;0.297
245.980;-0.049;-1.012;0.297
245.990;-0.048;-1.009;0.299
246.000;-0.045;-1.006;0.300
246.010;-0.048;-1.008;0.298
246.020;-0.046;-1.013;0.295
246.030;-0.039;-1.013;0.297
246.040;-0.034;-1.016;0.299
246.050;-0.035;-1.012;0.300
246.060;-0.035;-1.007;0.300
246.070;-0.037;-1.010;0.298
246.080;-0.040;-1.013;0.299
246.090;-0.046;-1.011;0.301
246.100;-0.050;-1.001;0.300
246.110;-0.052;-0.998;0.298
246.120;-0.048;-1.004;0.298
246.130;-0.047;-1.009;0.298
246.140;-0.049;-1.010;0.298
246.150;-0.050;-1.006;0.295
246.160;-0.048;-1.007;0.300
246.170;-0.042;-1.010;0.306
246.180;-0.044;-1.010;0.304
246.190;-0.046;-1.008;0.301
246.200;-0.046;-1.005;0.300
246.210;-0.040;-1.005;0.299
246.220;-0.035;-1.006;0.299
246.230;-0.034;-1.011;0.301
246.240;-0.040;-1.008;0.299
246.250;-0.045;-1.003;0.301
246.260;-0.042;-1.004;0.304
246.270;-0.040;-1.008;0.306
246.280;-0.042;-1.010;0.302
246.290;-0.048;-1.007;0.300
246.300;-0.044;-1.006;0.298
246.310;-0.038;-1.008;0.300
246.320;-0.033;-1.009;0.301
246.330;-0.032;-1.006;0.297
246.340;-0.038;-1.005;0.296
246.350;-0.041;-1.000;0.303
246.360;-0.037;-1.005;0.305
246.370;-0.037;-1.004;0.299
246.380;-0.040;-1.005;0.298
246.390;-0.039;-1.008;0.297
246.400;-0.034;-1.013;0.299
246.410;-0.028;-1.012;0.297
246.420;-0.027;-1.009;0.296
246.430;-0.028;-1.006;0.299
246.440;-0.031;-1.007;0.296
246.450;-0.035;-1.011;0.300
246.460;-0.040;-1.011;0.300
246.470;-0.043;-1.010;0.301
246.480;-0.043;-1.005;0.301
246.490;-0.039;-0.998;0.301
246.500;-0.041;-0.997;0.303
246.510;-0.046;-0.997;0.300
246.520;-0.044;-0.999;0.301
246.530;-0.039;-1.006;0.305
246.540;-0.035;-1.007;0.304
246.550;-0.035;-1.005;0.307
246.560;-0.037;-1.007;0.309
246.570;-0.040;-1.008;0.302
246.580;-0.040;-1.009;0.299
246.590;-0.040;-1.009;0.300
246.600;-0.048;-1.006;0.298
246.610;-0.045;-1.007;0.301
246.620;-0.042;-1.008;0.302
246.630;-0.046;-1.011;0.303
246.640;-0.052;-1.013;0.303
246.650;-0.044;-1.007;0.302
246.660;-0.039;-1.000;0.304
246.670;-0.040;-1.000;0.304
246.680;-0.037;-1.005;0.305
246.690;-0.036;-1.008;0.308
